genres,,title,,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore
['Simulation'],,Train Simulator: South West Trains Class 444 EMU Add-On,,08-03-12,['Simulation'],,http://steamcommunity.com/app/65253/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",8.99,FALSE,65253,Dovetail Games,Positive,
"['Action', 'Adventure', 'Indie']",,Wizorb,,14-03-12,"['Indie', 'Arcade', 'Action', 'Pixel Graphics', 'Adventure', 'Retro', '2D', 'Singleplayer', 'Fantasy', 'Casual', 'Puzzle']",,http://steamcommunity.com/app/207420/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2.99,FALSE,207420,Tribute Games Inc.,Mostly Positive,81
['Strategy'],,Defenders of Ardania,,14-03-12,"['Tower Defense', 'Strategy', 'Fantasy']",,http://steamcommunity.com/app/73060/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,FALSE,73060,Most Wanted Entertainment,Mostly Negative,58
['Simulation'],,Jane's Advanced Strike Fighters,,08-03-12,"['Simulation', 'Arcade', 'Flight']",,http://steamcommunity.com/app/207790/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op']",9.99,FALSE,207790,Trickstar Games,Mostly Negative,
"['Casual', 'Indie', 'Strategy']",,Bumbledore,,15-03-12,"['Indie', 'Casual', 'Strategy']",,http://steamcommunity.com/app/207710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,FALSE,207710,Nimbly Games,Mixed,
"['Action', 'RPG', 'Indie']",,Dungeon Defenders - President's Day Surprise,,15-03-12,"['Action', 'RPG', 'Indie']",,http://steamcommunity.com/app/204388/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content']",1.99,FALSE,204388,Trendy Entertainment,5 user reviews,
,,ToeJam &amp; Earl in Panic on Funkotron,,14-03-12,['Platformer'],,http://steamcommunity.com/app/71167/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",4.99,FALSE,71167,SEGA,1 user reviews,
"['Strategy', 'RPG', 'Indie']",,Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,,15-03-12,"['Strategy', 'RPG', 'Indie']",,http://steamcommunity.com/app/204382/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content']",3.99,FALSE,204382,Trendy Entertainment,5 user reviews,
"['Indie', 'Strategy']",,Cubemen,,16-03-12,"['Strategy', 'Indie', 'Tower Defense', 'Multiplayer', 'Singleplayer', 'Touch-Friendly']",,http://steamcommunity.com/app/207250/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",3.99,FALSE,207250,3 Sprockets,Mostly Positive,74
"['Adventure', 'Casual']",,Myst V,,16-03-12,"['Adventure', 'Point & Click', 'Puzzle', 'Casual', 'Exploration', 'First-Person', 'Atmospheric', 'Story Rich', 'Classic', 'Mystery']",,http://steamcommunity.com/app/208110/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,208110,Cyan Worlds,Mixed,80
"['Strategy', 'RPG', 'Indie']",,Dungeon Defenders Lucky Costume Pack,,16-03-12,"['Strategy', 'RPG', 'Indie']",,http://steamcommunity.com/app/208540/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content']",0.99,FALSE,208540,Trendy Entertainment,5 user reviews,
"['Action', 'Indie', 'Casual']",,Space Ark,,16-03-12,"['Casual', 'Action', 'Indie']",,http://steamcommunity.com/app/19320/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",4.99,FALSE,19320,Strawdog Studios Ltd,4 user reviews,
"['Action', 'Adventure', 'RPG']",,Ys: The Oath in Felghana,,19-03-12,"['Great Soundtrack', 'Action', 'RPG', 'JRPG', 'Difficult', 'Action RPG', 'Adventure', 'Anime', 'Singleplayer', 'Fantasy', 'Dungeon Crawler', 'Top-Down', 'Hack and Slash', 'Remake', 'Classic']",,http://steamcommunity.com/app/207320/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,FALSE,207320,Nihon Falcom,Very Positive,73
['Simulation'],,Take On Helicopters: Hinds,,20-03-12,"['Simulation', 'Flight']",,http://steamcommunity.com/app/65733/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",8.99,FALSE,65733,Bohemia Interactive,6 user reviews,
"['Adventure', 'Indie', 'Strategy']",,Waveform,,20-03-12,"['Indie', 'Puzzle', 'Great Soundtrack', 'Strategy', 'Casual', 'Singleplayer', 'Arcade', 'Action', 'Adventure', 'Difficult', ""Shoot 'Em Up"", 'Space', 'Anime', 'Sci-fi', '2D', 'Atmospheric', 'Family Friendly', 'Retro', 'Pixel Graphics', 'Sandbox']",,http://steamcommunity.com/app/204180/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",1.99,FALSE,204180,Eden Industries,Very Positive,81
['Action'],,Saints Row: The Third - The Trouble with Clones DLC,,20-03-12,['Action'],,http://steamcommunity.com/app/55382/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",6.99,FALSE,55382,Volition,Mixed,
"['Action', 'Indie']",,Mutant Storm: Reloaded,,21-03-12,"['Indie', 'Action', 'Twin Stick Shooter', 'Arcade']",,http://steamcommunity.com/app/110630/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Full controller support']",4.99,FALSE,110630,PomPom Games,Mixed,
"['Action', 'Adventure', 'Indie']",,Warp,,21-03-12,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Stealth', 'Aliens']",,http://steamcommunity.com/app/102850/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",9.99,FALSE,102850,Trapdoor Inc.,Mostly Positive,
"['Action', 'RPG']",,Kingdoms of Amalur: Reckoning - Legend of Dead Kel,,20-03-12,"['RPG', 'Action']",,http://steamcommunity.com/app/102510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,FALSE,102510,"Big Huge Games,38 Studios",Positive,
['Strategy'],,Total War: Shogun 2 - Fall of the Samurai,,22-03-12,"['Strategy', 'Historical', 'RTS', 'Turn-Based Strategy', 'Multiplayer', 'Grand Strategy', 'Singleplayer', 'Co-op', 'War', 'Action', 'Ninja', 'Great Soundtrack', 'Online Co-Op', 'Anime']",,http://steamcommunity.com/app/201271/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op']",29.99,FALSE,201271,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Very Positive,86
['Adventure'],,Yesterday,,22-03-12,"['Adventure', 'Point & Click', 'Mystery', 'Puzzle', 'Singleplayer']",,http://steamcommunity.com/app/205840/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,205840,Pendulo Studios,Very Positive,
"['Action', 'Indie']",,Fowl Space,,21-03-12,"['Action', 'Indie', 'Memes']",,http://steamcommunity.com/app/109500/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,FALSE,109500,Pixelante Game Studios,Mixed,
"['Casual', 'Strategy']",,Crazy Machines Elements DLC - Collision Course &amp; Mental Activity,,23-03-12,"['Strategy', 'Casual']",,http://steamcommunity.com/app/206416/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",2.99,FALSE,206416,Fakt Software,,
"['Adventure', 'Casual']",,Midnight Mysteries 3: Devil on the Mississippi,,28-03-12,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click', 'Puzzle']",,http://steamcommunity.com/app/208630/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,208630,MumboJumbo,Positive,
"['Adventure', 'Casual']",,Midnight Mysteries 4: Haunted Houdini,,28-03-12,"['Adventure', 'Casual', 'Hidden Object', 'Puzzle']",,http://steamcommunity.com/app/208640/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,208640,MumboJumbo,Positive,
"['Simulation', 'Strategy']",,Tropico 4: Modern Times,,29-03-12,"['Simulation', 'Strategy']",,http://steamcommunity.com/app/205630/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],6.99,FALSE,205630,"Haemimont Games,Feral Interactive (Mac)",Very Positive,78
"['Casual', 'Indie']",,3SwitcheD,,29-03-12,"['Casual', 'Indie', 'Match 3', 'Puzzle', 'Singleplayer']",,http://steamcommunity.com/app/206610/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,206610,Reality Pump,Mostly Negative,
['Simulation'],,Train Simulator: Freightliner Class 70 Loco Add-On,,29-03-12,['Simulation'],,http://steamcommunity.com/app/65252/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",8.99,FALSE,65252,Dovetail Games,Positive,
"['Strategy', 'RPG', 'Indie']",,Dungeon Defenders: Series EV Hero DLC,,29-03-12,"['Strategy', 'RPG', 'Indie']",,http://steamcommunity.com/app/208541/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content']",3.99,FALSE,208541,Trendy Entertainment,Mixed,
['Racing'],,Ridge Racer™ Unbounded,,29-03-12,"['Racing', 'Arcade', 'Destruction', 'Action', 'Singleplayer', 'Open World', 'Free to Play', 'Multiplayer']",,http://steamcommunity.com/app/202310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,FALSE,202310,BUGBEAR,Mixed,72
"['Indie', 'Strategy']",,Hegemony Gold: Wars of Ancient Greece,,30-03-12,"['Strategy', 'Indie', 'Historical', 'RTS', 'Real-Time with Pause']",,http://steamcommunity.com/app/202690/reviews/?browsefilter=mostrecent&p=1,['Single-player'],14.99,FALSE,202690,Longbow Games,Very Positive,
"['Action', 'RPG', 'Strategy']",,Confrontation,,04-04-12,"['RPG', 'Strategy', 'Action', 'Fantasy']",,http://steamcommunity.com/app/204560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud']",9.99,FALSE,204560,Cyanide,Mostly Negative,51
['Simulation'],,Train Simulator: Settle to Carlisle Route Add-on,,05-04-12,['Simulation'],,http://steamcommunity.com/app/65255/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",12.99,FALSE,65255,Dovetail Games,Positive,
"['Casual', 'Indie', 'RPG']",,"Hack, Slash, Loot",,05-04-12,"['Rogue-like', 'Indie', 'RPG', 'Pixel Graphics', 'Casual', 'Perma Death', 'Singleplayer', 'Difficult', 'Turn-Based', 'Hack and Slash', 'Dungeon Crawler', '2D', 'Fantasy', 'Loot', 'Rogue-lite', 'Retro']",,http://steamcommunity.com/app/207430/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",6.99,FALSE,207430,David Williamson,Mixed,
"['Strategy', 'RPG', 'Indie']",,Dungeon Defenders: Penny Arcade Character Pack,,05-04-12,"['Strategy', 'RPG', 'Indie']",,http://steamcommunity.com/app/202524/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",1.99,FALSE,202524,Trendy Entertainment,5 user reviews,
['Indie'],,The White Laboratory Demo,,06-04-12,"['Indie', 'Tower Defense']",,http://steamcommunity.com/app/213530/reviews/?browsefilter=mostrecent&p=1,['Single-player'],Free Demo,FALSE,213530,TAO,Positive,
"['Indie', 'Casual']",,Atooms to Moolecules Demo,,06-04-12,"['Indie', 'Casual']",,http://steamcommunity.com/app/213390/reviews/?browsefilter=mostrecent&p=1,['Single-player'],Free Demo,FALSE,213390,BitSits Games,Mixed,
"['Indie', 'Simulation', 'Strategy', 'Early Access']",,Imagine Earth,,20-05-14,"['Early Access', 'Strategy', 'Simulation', 'City Builder', 'Indie', 'Space', 'Building', 'Management', 'Resource Management', 'Economy', 'RTS', 'Singleplayer', 'Space Sim', 'Grand Strategy', 'Crowdfunded']",,http://steamcommunity.com/app/280720/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",19.99,TRUE,280720,Serious Brothers,Very Positive,
['Action'],,Scary Girl,,09-04-12,"['Action', 'Platformer', 'Female Protagonist', 'Horror']",,http://steamcommunity.com/app/202370/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",6.99,FALSE,202370,TikGames,Mixed,
"['Strategy', 'Simulation']",,Airline Tycoon 2: Honey Airlines DLC,,19-04-12,"['Strategy', 'Simulation']",,http://steamcommunity.com/app/206881/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",5.99,FALSE,206881,b-Alive,,
['RPG'],,Risen 2: Dark Waters,,26-04-12,"['RPG', 'Pirates', 'Open World', 'Adventure', 'Third Person', 'Fantasy', 'Atmospheric', 'Singleplayer', 'Action', 'Gothic', 'Exploration', 'Dark Fantasy', 'Story Rich', 'Action RPG', 'Sandbox', 'Great Soundtrack']",,http://steamcommunity.com/app/40390/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",9.99,FALSE,40390,Piranha Bytes,Mostly Positive,69
"['Action', 'Strategy', 'RPG', 'Indie']",,Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,,26-04-12,"['Strategy', 'Action', 'RPG', 'Indie']",,http://steamcommunity.com/app/204383/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements']",3.99,FALSE,204383,Trendy Entertainment,6 user reviews,
,,Risen 2: Dark Waters - A Pirate's Clothes DLC,,27-04-12,,,http://steamcommunity.com/app/40391/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],1.99,FALSE,40391,Piranha Bytes,Mostly Positive,
"['Action', 'Adventure']",,Risen 2: Dark Waters - Treasure Isle DLC,,27-04-12,"['Adventure', 'Action']",,http://steamcommunity.com/app/40392/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,FALSE,40392,Piranha Bytes,Positive,
['Action'],,Binary Domain,,27-04-12,"['Action', 'Third-Person Shooter', 'Sci-fi', 'Cyberpunk', 'Robots', 'Shooter', 'Story Rich', 'Third Person', 'Transhumanism', 'Singleplayer', 'Adventure', 'Futuristic', 'Co-op', 'Multiplayer', 'Controller', 'Dystopian', 'Atmospheric', 'RPG']",,http://steamcommunity.com/app/203750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",14.99,FALSE,203750,Devil's Details,Very Positive,68
['Indie'],,Analogue: A Hate Story,,27-04-12,"['Visual Novel', 'Indie', 'Anime', 'Sci-fi', 'Story Rich', 'Interactive Fiction', 'Singleplayer', 'Hacking', 'Great Soundtrack', 'Multiple Endings', 'Female Protagonist', 'Dating Sim', 'Adventure', '2D', 'Romance', 'Mystery', 'Dark']",,http://steamcommunity.com/app/209370/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,FALSE,209370,Love Conquers All Games,Very Positive,62
"['Action', 'Casual', 'Simulation', 'Strategy']",,Toy Soldiers,,27-04-12,"['Tower Defense', 'Strategy', 'Action', 'World War I', 'Casual', 'Simulation', 'Historical', 'Singleplayer']",,http://steamcommunity.com/app/98300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,FALSE,98300,Signal Studios,Very Positive,71
,,Analogue: A Hate Story Soundtrack,,30-04-12,,,http://steamcommunity.com/app/209373/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],4.99,FALSE,209373,Love Conquers All Games,Positive,
['Strategy'],,Total War: SHOGUN 2 - Dragon War Battle Pack,,01-05-12,['Strategy'],,http://steamcommunity.com/app/201277/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats']",5.99,FALSE,201277,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",1 user reviews,
['Action'],,Saints Row: The Third - Steelport Gangs Pack,,01-05-12,['Action'],,http://steamcommunity.com/app/55397/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",2.99,FALSE,55397,Volition,Mixed,
,,Phantasy Star III: Generations of Doom,,02-05-12,"['JRPG', 'RPG', 'Fantasy']",,http://steamcommunity.com/app/211204/reviews/?browsefilter=mostrecent&p=1,['Single-player'],2.99,FALSE,211204,,1 user reviews,
,,Phantasy Star II,,02-05-12,"['JRPG', 'RPG', 'Classic', 'Sci-fi', '2D']",,http://steamcommunity.com/app/211203/reviews/?browsefilter=mostrecent&p=1,['Single-player'],2.99,FALSE,211203,,1 user reviews,
,,The Revenge of Shinobi,,02-05-12,"['Ninja', 'Platformer', 'Classic']",,http://steamcommunity.com/app/211207/reviews/?browsefilter=mostrecent&p=1,['Single-player'],2.99,FALSE,211207,,1 user reviews,
['Action'],,Streets of Rage 3,,02-05-12,"['Action', ""Beat 'em up"", '2D', 'Arcade']",,http://steamcommunity.com/app/211206/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen']",2.99,FALSE,211206,,4 user reviews,
,,Phantasy Star IV: The End of the Millennium,,02-05-12,"['JRPG', 'Classic', 'RPG', 'Sci-fi', 'Fantasy', 'Adventure', 'Great Soundtrack', 'Retro', 'Anime', '2D']",,http://steamcommunity.com/app/211205/reviews/?browsefilter=mostrecent&p=1,['Single-player'],2.99,FALSE,211205,,5 user reviews,
,,VectorMan 2,,02-05-12,"['Platformer', 'Action']",,http://steamcommunity.com/app/211208/reviews/?browsefilter=mostrecent&p=1,['Single-player'],2.99,FALSE,211208,,,
"['Action', 'Strategy', 'Indie', 'Casual']",,Sanctum: Yogscave (Free DLC),,03-05-12,"['Action', 'Indie', 'Casual', 'Strategy']",,http://steamcommunity.com/app/91609/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",,FALSE,91609,Coffee Stain Studios,Mostly Positive,
['Simulation'],,Train Simulator: Settle Carlisle Specials Add-On,,03-05-12,['Simulation'],,http://steamcommunity.com/app/65258/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,FALSE,65258,Dovetail Games,4 user reviews,
"['Casual', 'Indie', 'Strategy']",,Ticket to Ride - USA 1910,,24-05-12,"['Strategy', 'Indie', 'Casual']",,http://steamcommunity.com/app/108232/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Turn Notifications']",1.99,FALSE,108232,Days of Wonder,3 user reviews,
,,Wonder Boy in Monster World,,02-05-12,"['Metroidvania', 'Classic', 'Side Scroller', 'Retro', 'Action RPG']",,http://steamcommunity.com/app/211209/reviews/?browsefilter=mostrecent&p=1,['Single-player'],2.99,FALSE,211209,,2 user reviews,
['Simulation'],,Cities in Motion: Paris,,15-05-12,['Simulation'],,http://steamcommunity.com/app/206714/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,FALSE,206714,Colossal Order Ltd.,2 user reviews,
"['RPG', 'Simulation', 'Strategy']",,Jagged Alliance - Back in Action: Shades of Red DLC,,15-05-12,"['Strategy', 'RPG', 'Simulation']",,http://steamcommunity.com/app/203344/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,FALSE,203344,Coreplay GmbH,6 user reviews,
"['Action', 'Indie']",,Serious Sam HD: The Second Encounter,,28-04-10,"['FPS', 'Action', 'Co-op', 'Indie', 'Comedy', 'Multiplayer', 'Shooter', 'Online Co-Op', 'Great Soundtrack', 'Singleplayer', 'Classic', 'First-Person', 'Cult Classic', 'Gore', 'Sci-fi', 'Aliens', 'Colorful', 'Remake', 'Funny', 'Arena Shooter']",,http://steamcommunity.com/app/41014/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,FALSE,41014,Croteam,8 user reviews,76
"['Action', 'Indie']",,Serious Sam HD: The Second Encounter - Legend of the Beast DLC,,15-05-12,"['Action', 'Indie']",,http://steamcommunity.com/app/41019/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",4.99,FALSE,41019,Croteam,9 user reviews,
['Adventure'],,Nancy Drew®: Tomb of the Lost Queen,,16-05-12,"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle']",,http://steamcommunity.com/app/210230/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,FALSE,210230,HeR Interactive,Positive,
"['Casual', 'Indie']",,Dead Hungry Diner,,16-05-12,"['Casual', 'Indie', 'Zombies', 'Vampire', 'Werewolves', 'Management']",,http://steamcommunity.com/app/211800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",3.99,FALSE,211800,Black Market Games,Mostly Positive,
['Simulation'],,Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,,17-05-12,['Simulation'],,http://steamcommunity.com/app/65256/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",8.99,FALSE,65256,Dovetail Games,8 user reviews,
['Simulation'],,Train Simulator: Portsmouth Direct Line Route Add-On,,17-05-12,"['Simulation', 'Trains', 'Building', 'Driving', 'Casual', 'Moddable', 'Open World', 'Sandbox', 'Atmospheric', 'Realistic', 'Singleplayer', 'City Builder', 'Family Friendly', 'TrackIR', 'Level Editor', 'Flight']",,http://steamcommunity.com/app/65218/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",12.99,FALSE,65218,Dovetail Games,Mostly Positive,
['Action'],,Resident Evil: Operation Raccoon City,,18-05-12,"['Action', 'Zombies', 'Multiplayer', 'Co-op', 'Horror', 'Third-Person Shooter', 'Third Person', 'Shooter', 'Singleplayer', 'Survival Horror', 'Female Protagonist', 'Adventure']",,http://steamcommunity.com/app/209100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Full controller support']",29.99,FALSE,209100,Slant Six Games,Mixed,48
"['Action', 'Indie', 'RPG']",,Alien Shooter 2 Conscription,,18-05-12,"['Action', 'Indie', 'RPG', 'Shooter', 'Singleplayer', 'Top-Down Shooter', 'Aliens']",,http://steamcommunity.com/app/211010/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,211010,Sigma Team Inc.,Mostly Positive,
"['Indie', 'Simulation', 'Strategy']",,Gratuitous Tank Battles,,17-05-12,"['Strategy', 'Indie', 'Simulation', 'Tower Defense', 'Tanks']",,http://steamcommunity.com/app/205530/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,FALSE,205530,Positech Games,Mixed,69
['Simulation'],,Farming Simulator Farming Classics Pack 4,,18-05-12,['Simulation'],,http://steamcommunity.com/app/90207/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support']",6.99,FALSE,90207,Giants Software,,
"['Casual', 'Indie', 'Strategy']",,Ticket to Ride - Europe,,24-05-12,"['Strategy', 'Indie', 'Casual']",,http://steamcommunity.com/app/108230/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Turn Notifications']",5.99,FALSE,108230,Days of Wonder,9 user reviews,
"['Casual', 'Indie', 'Strategy']",,Ticket to Ride,,24-05-12,"['Board Game', 'Strategy', 'Casual', 'Multiplayer', 'Turn-Based', 'Trains', 'Family Friendly', 'Indie', 'Singleplayer', 'Touch-Friendly']",,http://steamcommunity.com/app/108200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Turn Notifications']",9.99,FALSE,108200,Days of Wonder,Very Positive,
['Simulation'],,Train Simulator: DB BR143 Loco Add-On,,24-05-12,['Simulation'],,http://steamcommunity.com/app/208281/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",19.99,FALSE,208281,virtualRailroads,Mixed,
['Simulation'],,Train Simulator: Class 67 Diamond Jubilee Loco Add-On,,31-05-12,['Simulation'],,http://steamcommunity.com/app/208284/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",3.99,FALSE,208284,Dovetail Games,Positive,
"['Action', 'Adventure', 'RPG']",,Ys Origin,,31-05-12,"['RPG', 'Great Soundtrack', 'Action', 'JRPG', 'Action RPG', 'Adventure', 'Anime', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Hack and Slash', 'Singleplayer', 'Female Protagonist', 'Remake', '3D Vision', 'Story Rich']",,http://steamcommunity.com/app/207350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,FALSE,207350,Nihon Falcom,Overwhelmingly Positive,76
